ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
214,stan1295,8E32B519FFFA1D3336C36200F8060969,ã,stan1290,79,yes,to be checked,to be checked,
215,stan1295,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,79,yes,to be checked,to be checked,
216,stan1295,0893FE8A6560A9B5DFA0A58647DB558E,ɛ̃,stan1290,79,yes,to be checked,to be checked,
217,stan1295,06AD3EFFCE1EA6B31D8D6D91B820E116,œ̃,stan1290,79,yes,to be checked,to be checked,
218,stan1295,E8929F8B062DC2469EEDA96A98BD8D3A,ɔ̃,stan1290,79,yes,to be checked,to be checked,
219,stan1295,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,stan1290,79,yes,to be checked,to be checked,
220,gran1245,ADF56B8E4119266843033E723A149AE2,j,,80,yes,other distributional change,unknown,
221,gras1249,03413638BD1DFC7AEF53192FEF71F017,l,stan1293,81,no,phonologization of allophone,no,allophone of /ɾ/ in native phonology
222,gras1249,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,stan1293,81,no,phonologization of allophone,no,allophone of /f/ in native phonology
223,guer1243,694212B746622E482E0E58D50036100E,b,stan1288,83,yes,new phoneme,to be checked,
224,guer1243,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,83,yes,new phoneme,to be checked,
225,guer1243,ADF56B8E4119266843033E723A149AE2,j,stan1288,83,yes,new phoneme,to be checked,ll - could also be ʝ
226,guer1243,5A838FF4DABE1950734CFAFAB9383903,k,stan1288,83,yes,new phoneme,to be checked,
227,guer1243,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,stan1288,83,yes,new phoneme,to be checked,
228,guer1243,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,83,yes,new phoneme,to be checked,
229,guer1243,795215076D89B5B17C0D147BE5C341E3,ɾ,stan1288,83,yes,new phoneme,to be checked,
230,guer1243,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1288,83,yes,new phoneme,to be checked,
231,hert1241,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,,86,yes,to be checked,to be checked,
232,hert1241,5A838FF4DABE1950734CFAFAB9383903,k,,86,yes,to be checked,to be checked,
233,hert1241,F62AFB705D2A2D30BB41CF3FBE917891,x,,86,yes,to be checked,to be checked,
234,hert1241,55F94F929CDB58CDE9BE8333787E3A31,ʕ,,86,yes,to be checked,to be checked,
235,karb1241,1F0B39C9E43EDAD4E4E4BCEC2A2C955D,bʰ,assa1263,87,yes,new phoneme,no,"Only some speakers produce the voiced aspirated stops, others treat it as a cluster of voiced stop plus /h/ and break it up by inserting a copy vowel, e.g. /bhari/ > /bahari/. This only happens to voiced aspirated stops in onset position"
236,karb1241,ECC959553F23387998DAF88D69D7736C,ɡ,assa1263,87,yes,new phoneme,no,"Compared to the voiced aspirated stops, voiced /g/ seems pretty established in loanwords (from Assamese but also from other languages, like English)."
237,hueh1236,694212B746622E482E0E58D50036100E,b,stan1288,89,yes,new phoneme,to be checked,"Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts."
238,hueh1236,E6253384902D489FDB1FE487B7ED4AB2,d,stan1288,89,yes,new phoneme,to be checked,"Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts."
239,hueh1236,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,89,yes,new phoneme,to be checked,"Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts."
240,hueh1236,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,89,mostly,other distributional change,to be checked,"Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts."
241,hueh1236,795215076D89B5B17C0D147BE5C341E3,ɾ,stan1288,89,mostly,other distributional change,to be checked,"Two phonemes (/r/ and //) occur only in ideophones7 and Spanish loan words, and three phonemes (/b/, /d/, /g/) occur only in Spanish borrowings and as allophones of their voiceless counterparts."
242,hung1274,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,,90,yes,to be checked,to be checked,(loan)
243,hung1274,501394D0E2658752D9DA624E7DEBE14B,w,,90,yes,to be checked,to be checked,(loan)
244,hupa1239,871B92989C5EC420B7D61B05731D1E83,qʰ,,91,yes,to be checked,to be checked,(loan)
245,igna1246,694212B746622E482E0E58D50036100E,b,stan1288,92,yes,to be checked,to be checked,(loan)
246,igna1246,E6253384902D489FDB1FE487B7ED4AB2,d,stan1288,92,yes,to be checked,to be checked,(loan)
247,igna1246,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,92,yes,to be checked,to be checked,(loan)
248,igna1246,03413638BD1DFC7AEF53192FEF71F017,l,stan1288,92,yes,to be checked,to be checked,(loan)
249,igna1246,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,stan1288,92,unknown,to be checked,to be checked,"(neutral,allo,loan)"
250,iris1253,E6253384902D489FDB1FE487B7ED4AB2,d,,93,unknown,to be checked,to be checked,"(loan,allo)"
251,iris1253,4EEF82037BC182F6353941401E583F45,tʰ,,93,unknown,to be checked,to be checked,"(loan,allo)"
252,itza1241,192EEEA914E770D60BEC3F86DAED50AA,ɗ,stan1288,94,yes,to be checked,to be checked,pulmonic rendered as implosive!
253,itza1241,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,94,yes,to be checked,to be checked,
254,itza1241,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,94,yes,to be checked,to be checked,
255,itza1241,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,stan1288,94,no,to be checked,to be checked,rarely in native words - onomatopoeias and sound-symbolic words
256,jams1239,86E80A7DA80F7F58CA76F85BACA48F86,f,west2454,95,yes,new phoneme,unknown,
257,jams1239,E7FBD92350B3CA8B7B5D77E36A607068,h,west2454,95,yes,new phoneme,to be checked,
258,jams1239,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,stan1290,95,no,phonologization of allophone,unknown,"There is no clear s/s& opposition. The single native sibilant phonene is usually pronounced s, with occasional s&-like articulations especially before i. s& does seem to be regular in a few borrowings: s&i@nwa^˘ ‘Chinese person’ (French chinois), s&i@nwa@˘ru$ ‘balm’."
259,nucl1643,5B46730211D403D44939C20A4D77EACA,ɕ,stan1293,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
260,nucl1643,E6253384902D489FDB1FE487B7ED4AB2,d,stan1293,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
261,nucl1643,86E80A7DA80F7F58CA76F85BACA48F86,f,,96,no,phonologization of allophone,unknown,
262,nucl1643,ADF56B8E4119266843033E723A149AE2,j,,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
263,nucl1643,E9F92ED438311DEF47430F2DC3038C22,ɸ,stan1293,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
264,nucl1643,9F90F95459807624A486F03FE5A89978,t,stan1293,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
265,nucl1643,F98D1F5885EED9A2408A55B509F263BD,tɕ,stan1293,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
266,nucl1643,106C7FE93D986D037407524D08F3599A,ts,stan1295,96,no,to be checked,to be checked,[ts] occurs as an allophone of /t/ and /s/ in certain enviroments.
267,nucl1643,033ACAA664F151FC56BC9595526BCFA4,v,,96,no,phonologization of allophone,unknown,
268,nucl1643,501394D0E2658752D9DA624E7DEBE14B,w,stan1293,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
269,nucl1643,F927B77FA49C7A849AEB78FB55268B69,ʑ,,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
270,nucl1643,A2DFF488C07B9A11B5DF5EA37214750D,β,,96,no,to be checked,to be checked,"occurs natively in certain environments, borrowing has broadened its distribution"
271,jauj1238,694212B746622E482E0E58D50036100E,b,stan1288,97,unknown,other distributional change,unknown,
272,jauj1238,E6253384902D489FDB1FE487B7ED4AB2,d,stan1288,97,unknown,other distributional change,unknown,
273,jauj1238,199408E3D0668F10F475143F0E8CC0CB,e,stan1288,97,unknown,other distributional change,unknown,
274,jauj1238,86E80A7DA80F7F58CA76F85BACA48F86,f,stan1288,97,unknown,other distributional change,unknown,
275,jauj1238,ECC959553F23387998DAF88D69D7736C,ɡ,stan1288,97,unknown,other distributional change,unknown,
276,jauj1238,5AC0158A367D59E8C16A876321E578AB,o,stan1288,97,unknown,other distributional change,unknown,
277,assy1241,ADF56B8E4119266843033E723A149AE2,j,,98,yes,to be checked,to be checked,
278,kaba1278,55F94F929CDB58CDE9BE8333787E3A31,ʕ,,99,yes,to be checked,to be checked,(loan)
279,kaby1243,694212B746622E482E0E58D50036100E,b,"stan1318,stan1290",100,no,to be checked,to be checked,"occurs in native words in narrow distribution, borrowing has broadened its distribution. was also used in expressive derivations, maybe French as source language too"
280,kaby1243,E7FBD92350B3CA8B7B5D77E36A607068,h,stan1318,100,no,to be checked,to be checked,was also used in expressive derivations
281,kaby1243,C699D862DAE3202097065A59720E60BC,ħ,stan1318,100,unknown,to be checked,to be checked,was also used in expressive derivations
282,kaby1243,4AC7382217172B3821AE54CD38BD8698,q,stan1318,100,no,to be checked,to be checked,natively as the allophone of /ʁ/ (transcribed <ɣ>) when doubled. was also used in expressive derivations
283,kaby1243,35C386C6B0CA2D6E38CD56396F233034,sˤ,stan1318,100,no,to be checked,to be checked,"Rarely in native words, as an unvoiced allophone of /zˤ/. in the earlier loans was rendered as /zˤ/ was also used in expressive derivations"
284,kaby1243,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,"stan1318,stan1290",100,no,to be checked,to be checked,"was also used in expressive derivations, maybe French as source language too"
285,kaby1243,8A2147CEAD6091015AA0965F0B6C2AEB,tˤ,stan1318,100,no,to be checked,to be checked,"natively as an unvoiced allophone of /dˤ/, and when doubled. was also used in expressive derivations"
286,kaby1243,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,"stan1318,stan1290",100,no,to be checked,to be checked,"was also used in expressive derivations, maybe French as source language too"
287,kaby1243,55F94F929CDB58CDE9BE8333787E3A31,ʕ,stan1318,100,unknown,to be checked,to be checked,was also used in expressive derivations
288,kaby1243,24934115EB451EB20C91AC9D2AD62537,χ,stan1318,100,no,to be checked,to be checked,"natively as an unvoiced allophone of /ʁ/ (transcribed <ɣ>), and when doubled. was also used in expressive derivations"
289,kala1399,E7FBD92350B3CA8B7B5D77E36A607068,h,dani1285,101,yes,new phoneme,unknown,Exists also in a few native interjections
290,kala1399,ADF56B8E4119266843033E723A149AE2,j,dani1285,101,no,other distributional change,no,"Furthermore, segments restricted to word-internal position in native words may occur word-initially in loan-words, as in viinni ,wine' (similarly with /j/, /l/ and /r/)."
291,kala1399,03413638BD1DFC7AEF53192FEF71F017,l,dani1285,101,no,other distributional change,no,"Furthermore, segments restricted to word-internal position in native words may occur word-initially in loan-words, as in viinni ,wine' (similarly with /j/, /l/ and /r/)."
292,kala1399,5D1D7FB69E1A3C0C60001FBC0C19ED87,r,dani1285,101,no,other distributional change,no,"Furthermore, segments restricted to word-internal position in native words may occur word-initially in loan-words, as in viinni ,wine' (similarly with /j/, /l/ and /r/)."
293,kala1399,810FAFE2E381A78E1FFC5AEEB605942B,ɹ̺,dani1285,101,yes,new phoneme,unknown,Apico-postalveolar voiced /r/
294,kala1399,033ACAA664F151FC56BC9595526BCFA4,v,dani1285,101,no,other distributional change,no,"Furthermore, segments restricted to word-internal position in native words may occur word-initially in loan-words, as in viinni ,wine' (similarly with /j/, /l/ and /r/)."
295,kala1373,86E80A7DA80F7F58CA76F85BACA48F86,f,,102,mostly,other distributional change,unknown,
296,kala1373,1832D7834F81DD97E33C58D9F70EC5C6,ɣ,,102,mostly,other distributional change,unknown,
297,kala1373,4AC7382217172B3821AE54CD38BD8698,q,,102,mostly,other distributional change,unknown,
298,kala1373,F62AFB705D2A2D30BB41CF3FBE917891,x,,102,mostly,other distributional change,unknown,
299,kala1373,E77FDA2EAABA78B3E55A968B2257CF26,z,,102,mostly,other distributional change,unknown,
300,kaur1271,ECADEF8DC1141DC0002DA207736CC234,ɽ,stan1306,103,yes,new phoneme,no,Source language: Papuan Malay?
301,kaur1271,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1306,103,yes,new phoneme,no,Source language: Papuan Malay?
302,kawa1283,4E454EFC24409956D610FB858C201318,hʷ,"stan1288,tuba1278,serr1255",104,no,other distributional change,to be checked,"Word-initially only in loans, medially in apparent native words"
303,kawa1283,03413638BD1DFC7AEF53192FEF71F017,l,"stan1288,tuba1278,serr1255",104,yes,new phoneme,to be checked,
304,kawa1283,941ED37AAF5E9C4E1B40D85008C6B2D9,ŋ,"stan1288,tuba1278,serr1255",104,yes,new phoneme,to be checked,
305,kaza1248,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,105,yes,new phoneme,to be checked,"Kazakh [f] is restricted to loanwords, where it can alternatively be replaced by [p], e.g. aftobus ~ aptobus 'bus'"
306,khan1273,694212B746622E482E0E58D50036100E,b,russ1263,106,yes,other distributional change,unknown,
307,khan1273,1883B4EB79FD08129F5AFD246D136228,ɕː,russ1263,106,yes,other distributional change,unknown,
308,khan1273,E6253384902D489FDB1FE487B7ED4AB2,d,russ1263,106,yes,other distributional change,unknown,
309,khan1273,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,106,yes,other distributional change,unknown,
310,khan1273,ECC959553F23387998DAF88D69D7736C,ɡ,russ1263,106,yes,other distributional change,unknown,
311,khan1273,106C7FE93D986D037407524D08F3599A,ts,russ1263,106,yes,other distributional change,unknown,
312,khan1273,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,russ1263,106,yes,other distributional change,unknown,
313,khan1273,E77FDA2EAABA78B3E55A968B2257CF26,z,russ1263,106,yes,other distributional change,unknown,
314,khan1273,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,russ1263,106,yes,other distributional change,unknown,
315,khan1273,9E7CDEEE9F0DE43C10181AE483F62CBD,ʃ,,107,unknown,to be checked,to be checked,"(loan,limited)"
316,kend1254,D9B28B2D674EBA4B03C38B36D77E563E,ə,indo1316,108,yes,new phoneme,no,in free variation with [a]
317,kend1254,E7FBD92350B3CA8B7B5D77E36A607068,h,indo1316,108,no,other distributional change,no,"appears word initially only in loanwords. there are native roots with initial /h/, pronounced only after prefixes."
318,kend1254,ADF56B8E4119266843033E723A149AE2,j,"indo1316,dutc1256",108,no,other distributional change,no,appear word initially and word finally only in loanwords
319,kend1254,03413638BD1DFC7AEF53192FEF71F017,l,indo1316,108,yes,new phoneme,no,/l/ appears in other dialects of Kendayan.
320,kend1254,501394D0E2658752D9DA624E7DEBE14B,w,"indo1316,dutc1256",108,no,other distributional change,no,appear word initially and word finally only in loanwords
321,kham1281,7FF174469DAC4E61520F4E1610B2F088,s,,109,yes,new phoneme,to be checked,"Traces of original *s remain before i, but this sound evidently has a different pronunciation,"
322,sout2994,86E80A7DA80F7F58CA76F85BACA48F86,f,port1283,110,yes,new phoneme,no,
323,sout2994,5AE9663626770D1D4B97AAE5769AB83C,m,port1283,110,yes,phonologization of allophone,no,"The (f) and (m) within parentheses can occur only in loan words. However, the nasal phone and its prestopped counterpart [bm] can occur as variants of the phoneme /n/."
324,khva1239,501394D0E2658752D9DA624E7DEBE14B,w,stan1318,111,no,new phoneme,no,"phoneme appears in onomatopeia, labialization is phonemic in Khwarshi"
325,khva1239,F62AFB705D2A2D30BB41CF3FBE917891,x,avar1256,111,yes,new phoneme,no,"indirect influence of other languages (persian, arabic, turkic, georgian) through Avar"
326,khva1239,55F94F929CDB58CDE9BE8333787E3A31,ʕ,stan1318,111,no,new phoneme,no,"appears in onomatopeia, pharyngealization is phonemic in Khwarshi"
327,nort3142,ECC959553F23387998DAF88D69D7736C,ɡ,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
328,nort3142,2D6FB64B3CDC3549EF11DB98A66A9EAD,p,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
329,nort3142,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
330,nort3142,033ACAA664F151FC56BC9595526BCFA4,v,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
331,nort3142,DAC6AC8BCA2D24EFF188A7129D280801,ʒ,,112,yes,new phoneme,no,"Source language is Kurdish, Turkish, or Aramaic"
332,kipu1237,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1306,113,no,other distributional change,no,appears in few native words
333,kipu1237,ECC959553F23387998DAF88D69D7736C,ɡ,stan1306,113,no,other distributional change,no,appears in few native words
334,kipu1237,CF50E15F866A7B9698A8F95C5C9B48B2,ɪ,saba1263,113,yes,new phoneme,lax vowels,Source language: Brunei Malay
335,kipu1237,10FD223095BD60FD89BEC828E5FD0A26,ʊ,saba1263,113,yes,new phoneme,lax vowels,Source language: Brunei Malay
336,doro1266,C7364BE7F76504D8DE329FFF30C42424,d̠ʒ,stan1293,114,yes,new phoneme,affricate,Bradshaw gives only names as examples
337,doro1266,E7FBD92350B3CA8B7B5D77E36A607068,h,kori1263,114,yes,new phoneme,glottal,Origo dialect aka Koriko in Glottolog
338,doro1266,AC7F42D0CB30C73616ABDC71149FEC44,kʷ,stan1293,114,yes,new phoneme,labialized,/w/ is also a marginal loan phoneme
339,doro1266,03413638BD1DFC7AEF53192FEF71F017,l,hiri1237,114,yes,new phoneme,no,
340,doro1266,6E065D8A2F199BCBC7CA7074EC4DE834,pʰ,stan1293,114,yes,new phoneme,no,"aspiration is not phonemic, all plosives are aspirated"
341,doro1266,1348048F53951A5E29ABA6D5360925BA,t̠ʃ,stan1293,114,yes,new phoneme,affricate,
342,doro1266,501394D0E2658752D9DA624E7DEBE14B,w,,114,no,other distributional change,no,"marginal, /u/+V sequences appear in native phonology"
343,doro1266,E77FDA2EAABA78B3E55A968B2257CF26,z,stan1293,114,yes,new phoneme,no,
344,doro1266,0844E3AEAF1C8E3837465942B92FE4C5,ʔ,kori1263,114,yes,new phoneme,glottal,Origo dialect aka Koriko in Glottolog
345,kome1238,694212B746622E482E0E58D50036100E,b,"indo1316,stan1318,stan1293",115,no,other distributional change,no,appears word finally only in loanwords
346,kome1238,E6253384902D489FDB1FE487B7ED4AB2,d,"indo1316,stan1318,stan1293",115,no,other distributional change,no,appears word finally only in loanwords
347,kome1238,E77FDA2EAABA78B3E55A968B2257CF26,z,"indo1316,stan1318",115,yes,new phoneme,no,somtimes replaced by native /dʒ/.
348,komi1269,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,116,yes,unknown,unknown,
349,komi1269,4FEA9B23C77E9EA34A6963E4D4FF64BA,rʲ,russ1263,116,yes,unknown,unknown,"Appears only in loans from Russian. However, the sources do not include it in phoneme charts."
350,komi1269,106C7FE93D986D037407524D08F3599A,ts,russ1263,116,yes,unknown,unknown,
351,komi1269,F62AFB705D2A2D30BB41CF3FBE917891,x,russ1263,116,yes,unknown,unknown,
352,komi1277,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,117,yes,unknown,unknown,
353,komi1277,4FEA9B23C77E9EA34A6963E4D4FF64BA,rʲ,russ1263,117,yes,unknown,unknown,"Appears only in loans from Russian. However, the sources do not include it in phoneme charts."
354,komi1277,106C7FE93D986D037407524D08F3599A,ts,russ1263,117,yes,unknown,unknown,
355,komi1268,86E80A7DA80F7F58CA76F85BACA48F86,f,russ1263,118,yes,unknown,unknown,
